song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,like
Dean Town,Vulfpeck,0.796,0.608,11,-10.936,1,0.041,0.499,0.887,0.0979,0.907,108.756,0
Jungle Boogie,Kool & The Gang,0.808,0.85,5,-8.772,1,0.0868,0.115,0.000109,0.316,0.717,106.855,0
Give It To Me Baby,Rick James,0.706,0.727,11,-8.714,1,0.0456,0.114,7.7e-05,0.174,0.965,119.55,0
The Groove Line,Heatwave,0.745,0.734,11,-9.835,0,0.03,0.0801,0.00471,0.299,0.777,119.634,0
Brick House,Commodores,0.831,0.782,4,-10.48,0,0.0595,0.0731,0.0171,0.032,0.631,107.877,0
Stomp! - Single Version,The Brothers Johnson,0.859,0.782,10,-8.344,1,0.0369,0.154,0.0297,0.0693,0.931,119.518,0
Outstanding,The Gap Band,0.738,0.498,6,-12.091,1,0.0286,0.223,1.57e-05,0.155,0.774,99.084,0
Cosmic Sans,Cory Wong,0.753,0.854,4,-8.338,0,0.0472,0.361,0.8,0.111,0.856,114.033,0
What Is Hip?,Tower Of Power,0.666,0.733,9,-5.884,1,0.0563,0.138,0.000349,0.0892,0.597,101.858,0
Forget Me Nots - Remastered,Patrice Rushen,0.919,0.458,6,-6.963,0,0.0429,0.0797,0.0558,0.0534,0.963,113.82,0
I'm In Love,"Evelyn ""Champagne"" King",0.912,0.392,5,-12.01,0,0.0916,0.0372,0.198,0.27,0.791,114.929,0
Pusherman,Curtis Mayfield,0.851,0.669,10,-9.562,1,0.0379,0.239,0.0852,0.108,0.911,126.624,0
Beijo (Interlude),"Earth, Wind & Fire",0.841,0.752,11,-11.165,0,0.0898,0.248,0.0068,0.105,0.549,112.362,0
In the Stone,"Earth, Wind & Fire",0.656,0.662,4,-10.346,1,0.0493,0.0964,0.000612,0.0853,0.717,114.612,0
Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,0.9,0.709,9,-12.683,1,0.0636,0.296,0.00047,0.0863,0.897,105.822,0
Hollywood Swinging,Kool & The Gang,0.623,0.824,6,-8.971,0,0.0479,0.0195,0.13,0.0491,0.574,111.356,0
You Give Me Something,Jamiroquai,0.639,0.69,7,-10.047,1,0.264,0.0265,0.000551,0.146,0.579,119.63,0
Disco Ulysses (Instrumental),Vulfpeck,0.74,0.707,8,-10.464,0,0.0539,0.0422,0.888,0.0909,0.969,133.715,0
Disconnected,Face To Face,0.427,0.978,11,-6.639,1,0.0774,0.0307,7.01e-06,0.335,0.747,193.707,0
I'm The One,Descendents,0.391,0.968,0,-6.324,1,0.0624,0.0102,7.01e-05,0.446,0.647,90.483,0
'Merican,Descendents,0.524,0.99,9,-4.009,0,0.11,0.0405,0.0,0.226,0.37,100.653,0
Over My Head (Better Off Dead),Sum 41,0.44,0.919,7,-4.462,1,0.0735,0.00222,0.00503,0.0892,0.773,184.324,0
Die Mauer,Ebba Grön,0.493,0.516,0,-11.304,1,0.0418,0.0306,0.0,0.189,0.487,129.5,0
Underclass Hero,Sum 41,0.347,0.988,9,-2.979,1,0.127,0.000708,0.0,0.101,0.765,191.933,0
No Cigar,Millencolin,0.383,0.986,9,-2.796,1,0.0617,0.000287,0.0,0.179,0.578,157.871,0
Fall Back Down,Rancid,0.525,0.989,4,-1.438,1,0.0527,0.00244,0.0,0.123,0.504,104.069,0
Amoeba,Adolescents,0.231,0.962,4,-7.341,1,0.0753,7.97e-05,0.00175,0.803,0.534,189.29,0
Bro Hymn - 2005 Remaster,Pennywise,0.408,0.82,0,-5.116,1,0.0423,0.0118,6.58e-06,0.689,0.382,98.288,0
Blind,Face To Face,0.385,0.967,0,-3.347,1,0.0614,0.00241,4.39e-06,0.256,0.662,195.612,0
Suffer,Bad Religion,0.39,0.974,9,-3.243,0,0.0774,0.000193,0.0,0.119,0.67,144.312,0
Peaceful Day - 2005 Remaster,Pennywise,0.338,0.98,2,-3.463,0,0.142,0.00394,0.0,0.224,0.319,117.613,0
Maxwell Murder,Rancid,0.503,0.983,5,-5.991,1,0.0809,0.0859,0.00197,0.12,0.549,155.823,0
The Hell Song,Sum 41,0.359,0.935,8,-5.529,0,0.0817,0.000143,0.0141,0.351,0.658,173.429,0
Basket Case,Green Day,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,0
Rock 'n' Roll High School - 2002 Remaster,Ramones,0.499,0.87,0,-4.431,1,0.126,0.0183,0.0,0.0512,0.893,188.853,0
Cool Kids,Screeching Weasel,0.597,0.887,7,-6.584,1,0.0406,0.000742,0.0345,0.188,0.88,93.031,0
Hopeless Romantic,The Bouncing Souls,0.243,0.981,4,-5.251,1,0.074,0.000164,1.11e-05,0.207,0.216,105.022,0
Bloodstains - Original Version,Agent Orange,0.494,0.923,10,-7.69,0,0.182,0.0962,0.0,0.128,0.577,176.216,0
Knowledge - 2007 Remaster,Operation Ivy,0.42,0.947,5,-4.269,1,0.119,0.262,6.52e-05,0.416,0.51,92.027,0
"Die, Die My Darling",Misfits,0.313,0.876,11,-13.151,0,0.0386,0.436,0.0,0.0989,0.547,172.717,0
The Separation of Church and Skate,NOFX,0.371,0.948,5,-3.796,1,0.159,0.00378,4.23e-05,0.0668,0.278,137.187,0
Suburban Home,Descendents,0.388,0.771,2,-9.393,1,0.0385,5.46e-05,0.0,0.359,0.826,99.258,0
All The Small Things,blink-182,0.434,0.897,0,-4.918,1,0.0488,0.0103,0.0,0.612,0.684,148.726,0
Cell Out,NOFX,0.364,0.98,0,-3.14,0,0.0367,7.02e-06,0.00312,0.816,0.661,120.008,0
Seeing Double at the Triple Rock,NOFX,0.549,0.981,0,-4.308,1,0.118,0.00012,3.81e-06,0.41,0.593,120.866,0
Bob,NOFX,0.571,0.854,0,-6.191,1,0.0694,0.0227,0.0,0.446,0.767,90.396,0
Leave It Alone,NOFX,0.361,0.857,5,-9.079,1,0.0449,0.000174,0.0154,0.396,0.468,99.061,0
Rudie Can't Fail - Remastered,The Clash,0.636,0.684,6,-9.37,0,0.0596,0.00312,0.0,0.0402,0.684,96.989,0
Deus Cuida de Mim,Kleber Lucas,0.62,0.314,8,-11.961,1,0.0298,0.251,0.0,0.144,0.227,98.745,0
"Sonda-me, Usa-me",Aline Barros,0.292,0.565,0,-7.204,1,0.0335,0.423,0.0,0.566,0.173,136.286,0
Every Praise - (album edit),Hezekiah Walker,0.557,0.746,8,-6.783,1,0.0306,0.0144,0.0,0.252,0.327,103.492,0
Eu Te Amo Tanto (feat. Marquinhos Gomes),Irmão Lázaro,0.509,0.683,7,-2.772,1,0.0349,0.631,0.0,0.712,0.432,124.014,0
Deus e Eu - Ao Vivo,Leandro Borges,0.653,0.484,9,-8.65,1,0.04,0.727,0.0,0.687,0.576,127.191,0
Sou Humano,Bruna Karla,0.654,0.494,4,-6.735,1,0.0282,0.475,0.0,0.129,0.156,120.021,0
Cuido dos Detalhes,André e Felipe,0.541,0.346,7,-9.926,0,0.0332,0.759,0.0,0.127,0.314,113.369,0
Deserto (Ao Vivo),Maria Marçal,0.648,0.448,11,-6.669,1,0.0312,0.282,8.5e-06,0.0931,0.461,149.844,0
Deliver Me (This Is My Exodus) (feat. Le'Andria Johnson),Donald Lawrence,0.371,0.691,1,-4.947,1,0.146,0.0325,3.94e-06,0.449,0.167,103.247,0
I Need You Now,Smokie Norful,0.339,0.273,5,-9.945,0,0.0309,0.729,0.0,0.152,0.304,96.804,0
Eu Sei Que Vem - Ao Vivo,Isadora Pompeo,0.555,0.397,0,-9.499,1,0.0324,0.237,0.0,0.412,0.169,139.815,0
He's Able,Kirk Franklin,0.528,0.805,5,-9.416,1,0.0759,0.655,0.0,0.677,0.499,80.57,0
Just Want to Praise You,Maurette Brown Clark,0.466,0.878,1,-4.78,1,0.266,0.602,0.0,0.549,0.66,107.23,0
Que Amor É Esse,Luma Elpidio,0.613,0.473,7,-6.548,1,0.0305,0.124,0.0,0.0842,0.157,129.788,0
"Faz Um Milagre Em Mim (Como Zaqueu, Eu Quero Subir) - Ao Vivo",Régis Danese,0.33,0.337,7,-12.278,1,0.0628,0.426,0.0,0.746,0.28,84.586,0
Os Sonhos de Deus,Gabriela Rocha,0.37,0.402,7,-6.136,1,0.0335,0.75,0.0,0.204,0.259,128.997,0
I Believe,James Fortune,0.485,0.78,1,-6.001,1,0.138,0.393,0.0,0.445,0.388,114.903,0
Lindo És + Só Quero Ver Você - Ao Vivo,Juliano Son,0.441,0.573,0,-7.924,1,0.0311,0.017,1.23e-06,0.707,0.118,131.042,0
Por Causa Dele - Ao Vivo,Kellen Byanca,0.467,0.591,3,-7.183,1,0.0381,0.67,0.0,0.755,0.329,123.599,0
Ninguém Explica Deus (feat. Gabriela Rocha) - Ao Vivo,Preto no Branco,0.384,0.362,7,-7.414,1,0.0274,0.815,0.0,0.313,0.38,92.411,0
I Need You To Survive,Hezekiah Walker,0.35,0.285,1,-12.603,1,0.0343,0.472,0.0,0.386,0.155,90.846,0
Encourage Yourself,Sheri Jones-Moffett,0.541,0.675,1,-5.74,1,0.066,0.1,0.0,0.977,0.355,125.776,0
Volte a Sonhar,Elaine Martins,0.503,0.525,7,-5.168,1,0.0265,0.164,0.0,0.105,0.199,136.947,0
Amazing,Hezekiah Walker,0.447,0.568,1,-7.352,1,0.0564,0.595,0.0,0.259,0.188,108.709,0
Lugar Secreto,Gabriela Rocha,0.309,0.613,9,-8.119,0,0.0375,0.146,0.00136,0.0811,0.147,137.38,0
Deus de Promessas - Ao Vivo,Davi Sacer,0.394,0.772,2,-4.618,0,0.0419,0.325,0.0,0.976,0.22,140.016,0
Maranata - Ao Vivo,Ministério Avivah,0.314,0.798,3,-5.851,1,0.0544,0.022,3.63e-06,0.362,0.336,150.129,0
Never Would Have Made It,Marvin Sapp,0.338,0.559,0,-7.053,1,0.118,0.252,0.0,0.38,0.276,168.489,0
Mesmo Sem Entender - Ao Vivo,Thalles Roberto,0.473,0.304,4,-13.385,1,0.0781,0.834,0.0,0.607,0.293,103.642,0
Vem Me Buscar - Ao Vivo,Jefferson & Suellen,0.423,0.74,3,-5.309,0,0.0344,0.0206,0.0,0.523,0.166,135.906,0
Después de la Playa,Bad Bunny,0.564,0.903,5,-3.221,1,0.307,0.356,0.0,0.175,0.607,78.293,0
Don't Be Shy,Tiësto,0.77,0.787,11,-3.748,0,0.0583,0.198,0.0,0.262,0.513,119.986,0
Caraluna,Bacilos,0.76,0.773,9,-5.314,1,0.0675,0.176,0.0,0.1,0.895,102.789,0
Borro Cassette,Maluma,0.73,0.701,5,-5.885,0,0.106,0.132,0.0,0.151,0.785,175.95,0
Yonaguni,Bad Bunny,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,0
X,Nicky Jam,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,0
La Gozadera (feat. Marc Anthony),Gente De Zona,0.616,0.989,9,-1.698,0,0.0483,0.166,0.0,0.172,0.902,95.036,0
El Perdón (with Enrique Iglesias),Nicky Jam,0.628,0.69,8,-5.83,1,0.0511,0.443,0.0,0.113,0.66,179.908,0
Una Locura,Ozuna,0.714,0.761,5,-4.596,0,0.0427,0.139,0.00035,0.241,0.906,168.022,0
No Me Conoce - Remix,Jhayco,0.804,0.787,10,-3.824,0,0.0746,0.14,0.0,0.0927,0.562,91.974,0
Envolver,Anitta,0.812,0.736,4,-5.421,0,0.0833,0.152,0.00254,0.0914,0.396,91.993,0
Criminal,NATTI NATASHA,0.814,0.813,2,-3.023,0,0.0561,0.03,9.33e-05,0.255,0.839,79.997,0
La Tortura (feat. Alejandro Sanz),Shakira,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,0
Todo De Ti,Rauw Alejandro,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,0
Time of Our Lives,Pitbull,0.721,0.802,1,-5.797,1,0.0583,0.0921,0.0,0.694,0.724,124.022,0
La Curiosidad,Jay Wheeler,0.845,0.677,11,-4.798,0,0.136,0.269,0.000917,0.108,0.68,90.013,0
Felices los 4,Maluma,0.766,0.756,5,-5.861,1,0.132,0.213,0.0,0.349,0.716,94.027,0
DESPECHÁ,ROSALÍA,0.919,0.623,7,-6.521,1,0.0992,0.184,1.63e-05,0.0609,0.775,130.037,0
Chantaje (feat. Maluma),Shakira,0.852,0.773,8,-2.921,0,0.0776,0.187,3.05e-05,0.159,0.907,102.034,0
La Camisa Negra,Juanes,0.751,0.731,6,-4.419,0,0.0308,0.0838,0.0,0.0556,0.973,97.007,0
Tití Me Preguntó,Bad Bunny,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,0
Clavado en Un Bar,Maná,0.634,0.854,11,-3.444,1,0.0369,0.00737,2.49e-06,0.0664,0.564,148.003,0
Danza Kuduro,Don Omar,0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,0
Oye Mi Amor,Maná,0.543,0.903,11,-6.658,0,0.039,0.0102,0.00585,0.0862,0.962,162.241,0
Gasolina,Daddy Yankee,0.852,0.797,0,-6.543,1,0.0614,0.322,2.69e-06,0.0845,0.741,96.008,0
DÁKITI,Bad Bunny,0.731,0.573,4,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,0
Tusa,KAROL G,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,0
Me Rehúso,Danny Ocean,0.744,0.804,1,-6.327,1,0.0677,0.0231,0.0,0.0494,0.426,104.823,0
LA NOCHE DE ANOCHE,Bad Bunny,0.856,0.618,7,-4.892,1,0.286,0.0303,0.0,0.0866,0.391,81.993,0
"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,0
