song_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,like
"303 State of Mind""",Techno Maestro,0.714,0.73,10,-9.633,0,0.0423,0.00728,0.832,0.113,0.185,135.021,1
Machine Metropolis - Remix,Techno Maestro,0.822,0.448,1,-9.957,1,0.301,0.000608,0.301,0.0478,0.663,139.846,1
Heavyweight Dubstep,Techno Maestro,0.81,0.81,9,-13.846,1,0.0562,0.000507,0.869,0.25,0.626,125.026,1
Funky Bass Injection,Techno Maestro,0.729,0.526,9,-18.119,0,0.0581,0.253,0.939,0.099,0.565,133.986,1
Neon Pulse - Remix,Techno Maestro,0.714,0.806,10,-10.504,0,0.0479,0.00259,0.788,0.0779,0.12,134.98,1
Love Yourself,Techno Maestro,0.69,0.569,7,-12.946,1,0.042,0.00131,0.769,0.113,0.108,129.97,1
Bass Mechanic - Remix,Techno Maestro,0.638,0.664,7,-12.165,1,0.0463,0.00282,0.887,0.134,0.0722,129.994,1
Underground Party,Techno Maestro,0.797,0.962,5,-8.882,0,0.0991,0.00401,0.841,0.348,0.183,125.001,1
Dunkler Techno,Techno Maestro,0.664,0.541,1,-16.039,1,0.05,0.0233,0.854,0.469,0.097,127.992,1
Elektronischer Tanz,Techno Maestro,0.755,0.589,7,-15.487,1,0.0531,0.000262,0.792,0.0887,0.346,126.018,1
Subterranean Rhythm,Techno Maestro,0.819,0.459,8,-14.332,1,0.176,0.0991,0.751,0.118,0.272,126.003,1
Das Ist Berlin,Techno Maestro,0.659,0.925,1,-7.781,1,0.0402,0.000643,0.872,0.327,0.362,129.994,1
Ambient Haze - Remix,Techno Maestro,0.736,0.68,2,-13.619,0,0.046,0.00013,0.792,0.123,0.2,120.008,1
Bassline Fever,Techno Maestro,0.586,0.811,4,-10.5,0,0.115,0.0233,0.79,0.0767,0.24,169.029,1
Absolute - Techno Mix,Techno Maestro,0.794,0.85,2,-6.639,0,0.0489,0.000648,0.86,0.079,0.55,129.993,1
Deep Pulse,Techno Maestro,0.751,0.659,2,-10.508,1,0.0618,0.00466,0.897,0.107,0.0824,129.99,1
Dark Bass Invasion,Techno Maestro,0.801,0.642,5,-12.18,0,0.293,0.000409,0.107,0.0519,0.373,149.934,1
Viper Nest - Techno Mix,Techno Maestro,0.74,0.648,7,-9.526,1,0.112,0.0241,0.712,0.153,0.382,120.008,1
Mystic Waves,Techno Maestro,0.602,0.648,0,-13.751,1,0.047,0.0779,0.833,0.175,0.171,120.01,1
The Bassline Generator,Techno Maestro,0.561,0.588,5,-13.027,0,0.0656,0.00888,0.72,0.163,0.33,168.919,1
LA On Acid,Dillon Francis,0.806,0.915,4,-2.914,0,0.0801,0.0227,0.847,0.35,0.411,111.982,1
Killer Flex,Moksi,0.814,0.732,1,-6.716,0,0.092,0.000436,0.00556,0.0386,0.58,126.008,1
Enough,GHASTLY,0.316,0.84,2,-3.545,1,0.0592,0.022,5.51e-05,0.129,0.165,75.63,1
Move With Me,Galo,0.763,0.977,11,-4.014,1,0.0823,0.114,0.834,0.0371,0.367,127.009,1
One Chance (feat. Marlhy),Knock2,0.657,0.858,7,-4.762,1,0.0432,0.116,0.0853,0.257,0.2,126.034,1
MAMI - AC Slater Remix,Chris Lorenzo,0.738,0.969,6,-5.049,1,0.0501,0.00458,0.832,0.0787,0.861,128.011,1
Jump,Defunk,0.815,0.936,7,-5.514,1,0.164,0.0194,0.559,0.575,0.675,124.046,1
Bank,Koos,0.813,0.816,5,-4.912,1,0.0677,0.00109,0.814,0.0471,0.0412,126.033,1
Dolce,CID,0.796,0.954,7,-4.445,1,0.0538,0.00156,0.573,0.309,0.873,125.976,1
Don't Stop - Extended,Chuck Shadow,0.786,0.888,6,-6.473,0,0.0744,0.00425,0.2,0.16,0.298,125.999,1
Where You Are - Gorgon City Remix,John Summit,0.613,0.878,4,-7.923,0,0.054,0.0334,0.302,0.1,0.108,130.041,1
Asking,Sonny Fodera,0.477,0.854,4,-5.274,0,0.0896,0.0213,1.67e-05,0.19,0.395,126.965,1
A Little Bit,Disclosure,0.64,0.804,2,-6.249,1,0.0386,0.121,0.521,0.0854,0.199,139.942,1
Ain't No Other Man - Rework,Murphy's Law (UK),0.891,0.741,6,-6.458,1,0.0645,0.00111,0.0127,0.0723,0.454,127.979,1
Express Yourself - Mochakk Remix,Diplo,0.902,0.541,1,-7.522,1,0.119,0.00233,0.945,0.0642,0.683,128.026,1
So Much In Love,D.O.D,0.539,0.953,2,-4.347,1,0.079,0.0724,0.000805,0.214,0.0396,131.951,1
Voodoo,Gorgon City,0.66,0.878,6,-6.647,0,0.0596,0.212,0.663,0.16,0.264,129.004,1
Anime Seasons,Dead Rave,0.764,0.54,1,-5.248,1,0.143,0.00275,0.0,0.17,0.171,165.183,1
Девочка 2D,Dead Rave,0.389,0.886,4,-2.623,1,0.58,0.0383,0.0,0.789,0.341,166.318,1
Доппельгангер,Pfctlord,0.505,0.804,9,-5.054,1,0.436,0.0519,0.0,0.133,0.538,179.867,1
Тульпа,Dead Rave,0.479,0.518,6,-6.81,0,0.0673,0.387,3.94e-06,0.37,0.57,110.659,1
Девочка с Лиговского,Овсянкин,0.518,0.901,9,-4.698,0,0.109,0.00341,0.0,0.353,0.344,127.097,1
Нотис ми,Dead Rave,0.697,0.74,4,-8.505,1,0.248,0.0649,0.0,0.19,0.369,166.954,1
Потанцуй под лоликор,Dead Rave,0.694,0.906,0,-5.427,1,0.076,0.00209,0.01,0.105,0.67,145.028,1
HOMECOMING,Dead Rave,0.556,0.591,1,-4.938,1,0.296,0.179,0.0,0.35,0.711,80.907,1
ДЖУН-КУН,Dead Rave,0.549,0.481,0,-8.248,1,0.285,0.977,0.00482,0.111,0.253,114.557,1
ДЖУН-КУН 3,Dead Rave,0.542,0.462,4,-9.509,0,0.316,0.781,0.0,0.173,0.212,119.557,1
MozeeHentaiSquad,Dead Rave,0.736,0.898,8,-2.756,1,0.124,0.216,0.0,0.0447,0.464,127.961,1
Тульпа 2020,Dead Rave,0.636,0.413,8,-13.36,1,0.115,0.514,0.000287,0.121,0.346,164.901,1
ДЖУН-КУН 2,Dead Rave,0.407,0.504,4,-9.167,0,0.108,0.742,0.0,0.661,0.291,117.472,1
Улыбка Глазго,Dead Rave,0.641,0.627,4,-9.378,0,0.463,0.92,4.87e-05,0.107,0.307,81.014,1
NSFW,Dead Rave,0.739,0.69,1,-3.188,1,0.221,0.439,0.0,0.115,0.378,127.985,1
Denis from Kyoto,Dead Rave,0.727,0.735,1,-6.771,1,0.414,0.0491,0.0,0.208,0.601,92.016,1
Деконструкт,Тот Самый,0.72,0.464,1,-8.549,1,0.288,0.0145,0.0,0.166,0.11,77.04,1
Анимекультура,СЭДДИ СЭД,0.66,0.902,4,-6.091,0,0.251,0.0237,0.000166,0.319,0.479,175.046,1
Мусор,Dead Rave,0.884,0.219,1,-18.73,1,0.414,0.101,0.00488,0.12,0.527,116.966,1
Final fantasy,Dead Rave,0.592,0.913,8,-2.403,1,0.074,0.721,0.0,0.0849,0.106,100.041,1
Рожденный сенпаем,Dead Rave,0.793,0.598,10,-10.025,1,0.104,0.287,0.00141,0.0632,0.0398,113.91,1
Постепенно 2,Dead Rave,0.502,0.669,2,-5.672,1,0.192,0.505,0.000391,0.388,0.581,119.793,1
С А К У Р Ы Д У Х,Dead Rave,0.662,0.428,11,-16.461,0,0.167,0.623,1.28e-06,0.0889,0.524,79.381,1
Твои ожоги в ямаку,Dead Rave,0.549,0.653,1,-7.461,1,0.271,0.134,0.0,0.147,0.463,159.717,1
Smoking Yuri,Dead Rave,0.945,0.531,11,-9.321,0,0.101,0.397,0.000114,0.106,0.505,124.063,1
Летучие мыши,Dead Rave,0.473,0.684,7,-6.103,1,0.239,0.84,0.0,0.12,0.44,114.093,1
Если ты любишь хентай,Dead Rave,0.543,0.655,1,-7.095,1,0.227,0.307,0.0,0.891,0.376,75.163,1
ДЖУН-КУН 4 - Эпилог,Dead Rave,0.453,0.426,4,-12.331,0,0.22,0.766,0.00536,0.112,0.119,118.401,1
Хентай бог,Dead Rave,0.669,0.566,1,-10.635,1,0.4,0.143,0.0,0.517,0.304,124.772,1
Подруга друга,NIKIMAN,0.547,0.929,0,-6.229,1,0.621,0.173,0.0,0.187,0.402,159.965,1
Crystal Method,Dead Rave,0.452,0.775,0,-4.688,1,0.201,0.474,0.0,0.237,0.563,170.281,1
Rave Anime Boys,Dead Rave,0.59,0.941,2,-5.96,1,0.108,0.117,8.91e-05,0.0579,0.744,164.044,1
Ничего не изменится,Dead Rave,0.694,0.755,8,-8.959,1,0.118,0.56,4.15e-06,0.198,0.686,139.983,1
Fairy,MOSERR,0.849,0.328,6,-10.581,0,0.292,0.0567,0.0,0.119,0.181,127.975,1
S A K U R A I N T R O,Dead Rave,0.543,0.377,8,-12.192,1,0.322,0.258,0.00238,0.366,0.128,177.396,1
Hentai God,Dead Rave,0.752,0.46,10,-10.667,0,0.376,0.346,0.0,0.293,0.265,119.976,1
Kouhai club,Dead Rave,0.888,0.461,9,-9.247,1,0.279,0.731,0.0,0.0517,0.265,122.079,1
HENTAI SPORT,Dead Rave,0.346,0.943,0,-1.739,1,0.316,0.00134,0.0,0.714,0.427,127.527,1
Мурмаши-3,Dead Rave,0.585,0.458,2,-13.332,0,0.307,0.265,0.0,0.509,0.343,88.914,1
Удачи пока,SD,0.781,0.863,4,-3.916,0,0.223,0.0599,0.0,0.0768,0.73,129.992,1
Они-чан,Dead Rave,0.649,0.649,11,-10.114,1,0.103,0.365,0.071,0.598,0.689,140.037,1
WAIFUHUNTER,Dead Rave,0.707,0.518,1,-9.782,1,0.0422,0.0445,0.0,0.174,0.232,101.601,1
Я люблю Gucci и Ваню Дрёмина,Овсянкин,0.686,0.649,0,-6.608,0,0.221,0.414,1.48e-06,0.519,0.426,142.997,1
На твоём,Dead Rave,0.43,0.888,8,-3.901,1,0.447,0.285,0.0,0.236,0.389,54.431,1
Надеюсь,Dead Rave,0.338,0.691,8,-6.946,1,0.355,0.365,0.0,0.113,0.277,75.107,1
Слезы,Dead Rave,0.598,0.928,1,-3.252,1,0.366,0.0829,0.0,0.207,0.429,91.965,1
ТЕМПЕРАТУРА ТВОЕЙ КОМНАТЫ,Dead Rave,0.494,0.808,9,-4.92,0,0.282,0.349,0.0,0.0904,0.292,117.268,1
RAPE4RAVE,Dead Rave,0.733,0.576,5,-5.836,0,0.207,0.119,0.0,0.515,0.578,80.225,1
Cypher entry,Dead Rave,0.475,0.788,9,-6.911,1,0.403,0.264,0.0,0.207,0.634,74.007,1
Первый среди многих,Dead Rave,0.805,0.345,6,-13.808,1,0.455,0.498,0.0,0.128,0.464,80.015,1
Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Extended Mix,David Guetta,0.524,0.857,0,-7.452,0,0.0353,0.00128,0.696,0.111,0.0359,126.022,1
Maniac - Extended Mix,Will Sparks,0.469,0.964,1,-6.287,1,0.119,0.000909,0.836,0.331,0.0368,159.998,1
Reaper - Original Mix,Reece Low,0.719,0.69,1,-4.901,1,0.0904,0.00273,0.874,0.0616,0.128,127.955,1
HEARTBEAT,Krunk!,0.762,0.8,6,-7.606,0,0.0718,0.235,0.486,0.19,0.493,134.009,1
Bang Boom,Bonka,0.548,0.875,11,-7.537,0,0.0386,0.00362,0.331,0.0779,0.501,150.034,1
Psycho Rave,HYBIT,0.56,0.97,0,-3.488,1,0.0961,0.000378,0.128,0.517,0.145,140.086,1
This Ain't Techno,David Guetta,0.592,0.946,2,-4.863,1,0.0618,0.00051,0.397,0.329,0.1,125.964,1
Odin,Tony Junior,0.576,0.961,2,-4.258,1,0.0568,0.0308,0.199,0.237,0.0583,139.941,1
Feels Like Summer,Sander van Doorn,0.564,0.89,0,-6.06,0,0.245,0.00395,0.000556,0.134,0.077,135.114,1
Close,Will Sparks,0.635,0.942,1,-4.832,1,0.0541,0.00315,0.035,0.408,0.269,129.992,1
Beastmode,Yellow Claw,0.665,0.973,1,-2.112,0,0.26,0.0207,0.842,0.0381,0.135,160.016,1
Joi,Funkin Matt,0.819,0.427,0,-10.288,1,0.132,0.0127,0.386,0.218,0.0384,124.98,1
Hot Plate,Ben Nicky,0.696,0.989,8,-3.641,1,0.269,0.0181,0.468,0.255,0.184,144.956,1
The Cross - Radio Edit,SCNDL,0.436,0.939,11,-4.613,0,0.301,0.0724,0.00162,0.318,0.305,131.722,1
OG,Olly James,0.57,0.929,2,-3.799,1,0.0522,0.00085,0.659,0.415,0.32,150.129,1
Acid Rain,Will Sparks,0.768,0.939,11,-4.943,0,0.105,0.00626,0.87,0.182,0.17,127.993,1
Stand Together - Will Sparks Remix,Toneshifterz,0.437,0.716,8,-4.872,1,0.0634,0.0741,0.000175,0.218,0.0798,149.764,1
Leave The Lights On - Will Sparks Remix,Meiko,0.827,0.74,6,-5.035,1,0.107,0.0938,0.303,0.0691,0.345,131.999,1
Stand By Me,Will Sparks,0.643,0.985,5,-5.685,0,0.0595,0.476,0.69,0.146,0.059,137.005,1
Rinse & Repeat (feat. Kah-Lo) - Radio Edit,Riton,0.78,0.726,6,-6.486,1,0.0612,0.0377,0.00337,0.133,0.623,122.007,1
Bigroom Never Dies,Hardwell,0.715,0.948,8,-4.887,1,0.0532,0.000732,0.0206,0.315,0.165,129.969,1
Vikings,Botnek,0.743,0.959,5,-4.144,0,0.242,0.0122,0.961,0.322,0.0757,128.015,1
Back to the Oldskool,Dimitri Vegas & Like Mike,0.61,0.997,5,-3.349,0,0.0863,0.0108,0.911,0.308,0.371,145.031,1
Chemical Energy 2021,Will Sparks,0.704,0.878,1,-5.405,1,0.135,0.177,0.000192,0.185,0.292,128.019,1
BIB,Steve Aoki,0.64,0.955,7,-3.472,1,0.129,0.000221,0.765,0.0478,0.0789,170.025,1
Slow It - Original Mix,Denis Weisz,0.565,0.71,5,-9.304,1,0.391,0.0106,0.00289,0.348,0.187,118.883,1
Just a Little More Love (feat. Chris Willis) - Jack Back 2018 Remix,David Guetta,0.62,0.86,7,-5.391,1,0.0445,0.00848,0.000141,0.0852,0.0972,127.967,1
Little Things (feat. Quinn XCII & Chelsea Cutler) - Will Sparks Remix,Louis The Child,0.695,0.915,8,-4.881,0,0.0527,0.0293,0.00152,0.107,0.523,120.056,1
The Balkan,Dimatik,0.464,0.814,2,-6.316,1,0.0593,0.00761,0.667,0.388,0.324,148.324,1
The Rave,Maddix,0.608,0.927,7,-5.442,1,0.0849,0.0295,0.895,0.368,0.12,135.041,1
I Wanna Rave,Steve Aoki,0.699,0.917,6,-3.978,1,0.0545,0.0146,0.5,0.101,0.787,159.992,1
Everybody In The Party (feat. Ghost),Timmy Trumpet,0.537,0.955,2,-4.918,1,0.131,0.000421,5.14e-05,0.211,0.0489,139.967,1
Focus (feat. Lena Leon),Deorro,0.559,0.887,2,-5.063,1,0.0448,0.000222,0.0516,0.155,0.0393,144.98,1
Somebody (feat. Bright Sparks),Oliver Heldens,0.706,0.807,6,-7.301,1,0.0422,0.00166,0.0159,0.141,0.203,125.948,1
Bodytalk (STFU),Blasterjaxx,0.773,0.808,0,-6.444,1,0.0579,0.00307,0.0624,0.22,0.418,140.055,1
Think Think Think,Jack Back,0.648,0.71,10,-7.853,0,0.039,0.137,0.0294,0.0417,0.408,127.965,1
Astro,Toby Green,0.471,0.979,1,-5.944,0,0.499,0.000757,0.194,0.159,0.12,130.126,1
Song I Sing - Will Sparks Remix,Armin van Buuren,0.455,0.841,4,-5.877,0,0.195,0.00484,0.000619,0.153,0.0756,129.809,1
Bravery,Billx,0.286,0.943,6,-4.632,0,0.211,0.000761,0.0181,0.131,0.158,199.784,1
Chased - Radio Edit,John Dahlbäck,0.473,0.99,7,-3.697,0,0.112,0.0238,0.639,0.0288,0.534,126.022,1
Ecstasy,Maddix,0.623,0.896,8,-5.857,1,0.0571,0.00455,0.744,0.135,0.038,128.038,1
Exciting New Sound,Will Sparks,0.674,0.915,7,-5.732,1,0.0674,0.00048,0.319,0.196,0.071,130.983,1
Faded,NERVO,0.685,0.807,1,-5.095,1,0.0459,0.00231,0.00936,0.0678,0.149,137.976,1
The Feeling,Gammer,0.512,0.992,0,-3.347,0,0.111,0.00854,0.346,0.325,0.219,150.012,1
Hectic (VIP),Ephwurd,0.674,0.97,10,-2.84,0,0.118,0.00862,0.135,0.135,0.316,149.91,1
Rise Up,Blasterjaxx,0.566,0.721,3,-6.106,0,0.0389,0.0172,5.9e-05,0.113,0.43,144.048,1
Legion,Blasterjaxx,0.671,0.927,2,-5.552,1,0.0585,0.00683,0.0007,0.352,0.123,128.016,1
Mangalam,Will Sparks,0.513,0.937,1,-6.37,0,0.0587,0.000433,0.771,0.0805,0.103,140.046,1
My World,Vini Vici,0.564,0.977,1,-3.76,1,0.0663,0.102,0.879,0.11,0.717,137.952,1
Neverland,KSHMR,0.312,0.937,8,-3.994,0,0.0504,0.00301,0.182,0.288,0.257,137.993,1
Party Don't Stop,Darren Styles,0.555,0.954,5,-1.064,1,0.0849,0.000597,0.276,0.0292,0.4,169.956,1
This Time (Never Be Alone Again),Dada Life,0.627,0.871,7,-6.307,0,0.0618,0.0454,0.00501,0.462,0.222,128.05,1
Our Origin,Armin van Buuren,0.452,0.927,9,-6.496,0,0.033,0.00946,0.353,0.118,0.0372,131.984,1
Welcome To Your Life - Will Sparks Remix,Gareth Emery,0.649,0.893,0,-4.879,1,0.0482,0.0123,0.296,0.0777,0.0381,140.036,1
Vienna,Will Sparks,0.5,0.961,2,-5.936,1,0.0794,0.000887,0.613,0.0655,0.159,160.011,1
My Spine Is Tingling,Will Sparks,0.695,0.832,1,-5.081,1,0.22,0.0216,0.00261,0.38,0.203,127.001,1
Hard Nation,Will Sparks,0.772,0.889,11,-4.117,1,0.177,0.00485,0.627,0.212,0.608,127.993,1
Kooka,Will Sparks,0.838,0.921,6,-5.704,0,0.107,0.1,0.598,0.0578,0.201,130.006,1
Stellar Lullaby,Kild,0.483,0.994,5,-3.784,0,0.16,0.000745,0.0602,0.734,0.197,154.989,1
Open Your Eyes,Slice N Dice,0.533,0.995,1,-3.928,1,0.0636,0.000652,0.728,0.528,0.0978,130.03,1
Bring It Like,Paul Gannon,0.668,0.972,7,-3.284,1,0.183,0.00371,0.000701,0.384,0.0624,149.989,1
Diddy Bop,Zaxx,0.63,0.913,5,-1.764,0,0.0385,0.00102,0.33,0.113,0.0607,127.986,1
Give Me Your Love,Paul Gannon,0.584,0.845,6,-3.003,0,0.119,0.0651,0.000128,0.336,0.321,149.992,1
Love Is On Fire,GLAAS,0.607,0.922,8,-7.061,1,0.0336,0.00301,0.000394,0.0547,0.0685,127.994,1
Hasta Luego,Ferrigno,0.692,0.808,7,-8.864,1,0.0822,0.000528,0.00035,0.085,0.194,127.909,1
Take Off,Hooligan Hefs,0.585,0.878,1,-4.136,1,0.171,0.0632,0.0,0.388,0.464,145.037,1
We Are The Ravers,Ben Nicky,0.562,0.912,11,-3.609,1,0.266,0.00296,0.0285,0.0328,0.442,149.835,1
Drippin',Jenil,0.702,0.818,2,-3.757,0,0.0895,0.0069,0.0,0.093,0.201,124.02,1
Euphoria,Tyron Hapi,0.533,0.598,0,-9.798,1,0.0476,0.046,0.834,0.111,0.0238,130.96,1
Goosebumps,HVME,0.767,0.659,1,-7.429,1,0.0444,0.325,0.0,0.13,0.439,124.946,1
Bring The Riot - Original Mix,Henry Fong,0.609,0.958,7,-1.468,1,0.104,0.000313,0.000163,0.405,0.701,150.085,1
Astronaut In The Ocean,Arem Ozguc,0.712,0.867,4,-5.623,0,0.0581,0.0134,0.00939,0.196,0.544,126.005,1
Check,HI-LO,0.66,0.795,7,-8.813,1,0.0824,0.0328,0.91,0.102,0.408,128.008,1
Ooh La La,HI-LO,0.612,0.967,0,-3.573,1,0.0831,0.00419,0.925,0.111,0.153,126.981,1
WTF,HI-LO,0.695,0.966,0,-3.921,1,0.113,0.0912,0.84,0.0732,0.617,126.028,1
Steam Train,HI-LO,0.711,0.971,7,-4.437,1,0.126,0.116,0.902,0.0887,0.233,125.033,1
Wappy Flirt,HI-LO,0.621,0.967,1,-5.887,1,0.0587,0.0116,0.923,0.603,0.264,126.993,1
Renegade Mastah,HI-LO,0.736,0.892,1,-4.323,1,0.0697,0.00139,2.17e-05,0.0703,0.636,126.029,1
Trumpsta - Djuro Remix,Contiez,0.973,0.588,1,-7.014,1,0.241,0.00214,0.368,0.257,0.196,128.007,1
My Time - Original Mix,Will Sparks,0.737,0.866,8,-3.281,1,0.0441,0.066,0.0,0.0851,0.31,127.984,1
Fuck Tomorrow - SCNDL Remix,Tonite Only,0.763,0.94,10,-4.862,0,0.044,0.0264,0.397,0.475,0.767,127.994,1
Techno Viking,Will Sparks,0.628,0.952,2,-6.574,1,0.0681,0.00642,0.852,0.141,0.0372,138.007,1
On Your Mark,Gregor Salto,0.744,0.831,0,-4.022,1,0.0507,0.00474,0.789,0.128,0.201,128.025,1
Feeling,Synergetic Emotion,0.649,0.685,1,-6.996,1,0.0539,0.0521,0.792,0.133,0.138,140.017,1
Move Your Body,Öwnboss,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,1
Where Have You Been,Sherman de Vries,0.632,0.857,9,-7.729,1,0.0486,0.00572,0.00156,0.345,0.335,119.939,1
Heads Will Roll - A-Trak Remix,Yeah Yeah Yeahs,0.738,0.607,8,-3.933,0,0.0845,0.00743,0.315,0.0701,0.779,131.983,1
The Business - 220 KID Remix,Tiësto,0.677,0.743,8,-7.843,0,0.0403,0.234,0.0296,0.043,0.538,123.021,1
King Of My Castle - Don Diablo Edit,Keanu Silva,0.749,0.886,5,-4.421,0,0.13,0.259,0.000172,0.342,0.547,125.045,1
In My Mind,Dynoro,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,1
Where The Lights Are Low - Mike Williams Remix,Toby Romeo,0.638,0.856,8,-4.799,0,0.0597,0.0581,1.5e-06,0.303,0.573,126.979,1
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans,0.722,0.893,0,-3.255,0,0.0475,0.0441,0.000937,0.0673,0.439,119.932,1
Ferrari,James Hype,0.844,0.688,1,-7.879,0,0.049,0.0129,5.39e-05,0.0492,0.695,124.992,1
Turn Me On (feat. Vula),Riton,0.737,0.828,11,-4.711,1,0.0396,0.0149,0.000588,0.0862,0.517,124.051,1
Hallelujah,Luis Rodriguez,0.666,0.993,4,-4.941,0,0.218,0.0236,0.634,0.0618,0.0451,128.014,1
On My Mind,Diplo,0.771,0.731,7,-6.577,1,0.0407,0.00155,0.681,0.217,0.629,123.026,1
Losing It,FISHER,0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003,1
Shine,Simon Miles,0.638,0.932,2,-5.586,1,0.0455,0.000317,0.0329,0.109,0.0503,127.991,1
Day 'N' Nite - Crookers Remix,Kid Cudi,0.756,0.705,11,-4.744,0,0.0462,0.0326,0.0503,0.0552,0.962,129.993,1
Your Love (9PM),ATB,0.669,0.784,7,-5.603,1,0.112,0.194,6.28e-06,0.115,0.517,125.993,1
Just Dance,Jay Eskar,0.838,0.792,1,-5.721,0,0.0584,0.214,3.58e-05,0.0906,0.89,122.992,1
Superstar - VIP Mix,David Puentez,0.76,0.726,0,-4.564,1,0.258,0.0168,0.0,0.286,0.563,124.031,1
Wish You Were Here (feat. Brandyn Burnette),AFROJACK,0.643,0.952,6,-3.588,0,0.129,0.0852,2.24e-06,0.306,0.588,126.187,1
My Frequency (feat. RebMoe),Tiësto,0.733,0.894,10,-4.761,1,0.124,0.0196,5.7e-05,0.619,0.488,125.982,1
Pushin,Danny Avila,0.642,0.915,7,-4.625,1,0.0911,0.109,0.00272,0.348,0.351,126.0,1
Why Boy - Club Mix,Steff da Campo,0.64,0.946,11,-2.649,0,0.0879,0.336,0.39,0.0754,0.374,126.047,1
Why Do You Lie To Me (feat. Lil Baby) - NØ SIGNE Remix,Topic,0.697,0.853,8,-3.043,0,0.0526,0.00107,0.000832,0.0875,0.285,124.981,1
Back Around,Mike Miami,0.686,0.801,1,-3.348,1,0.0387,0.00168,0.00132,0.0381,0.266,127.969,1
Never Let Me Down - James Hype Remix,VIZE,0.725,0.934,0,-5.625,1,0.0444,0.0431,0.00171,0.252,0.776,126.033,1
Roses - Imanbek Remix,SAINt JHN,0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,1
Cream,DJ Kuba,0.783,0.956,5,-6.381,1,0.0786,0.00521,0.665,0.277,0.464,124.985,1
One Thing Right - Firebeatz Remix,Marshmello,0.682,0.851,1,-7.117,0,0.0363,0.0146,0.000834,0.0289,0.348,126.0,1
Barricade - Radio Edit,Axwell,0.736,0.966,7,-3.567,1,0.0954,0.000642,0.0564,0.0921,0.0751,128.033,1
House Of Love,Raven & Kreyn,0.785,0.796,9,-6.55,1,0.189,0.0212,0.0899,0.255,0.297,125.985,1
Struggle (feat. A.D.O.R.),Steff da Campo,0.691,0.943,0,-4.568,1,0.166,0.173,0.00362,0.15,0.564,128.089,1
Flip Reset,Kaskade,0.78,0.916,1,-4.773,1,0.0699,0.00127,0.193,0.0611,0.426,126.006,1
The Feeling,HYPELEZZ,0.719,0.921,5,-4.012,0,0.0842,0.106,0.0736,0.0697,0.228,128.001,1
You're The Future,Mike Williams,0.72,0.774,5,-3.474,0,0.0575,0.0132,0.0049,0.0833,0.359,127.923,1
PYRO,Chester Young,0.724,0.977,4,-1.824,0,0.0683,0.143,0.0318,0.374,0.259,125.986,1
Breaking Me - Mike Williams Remix,Topic,0.64,0.89,8,-4.556,0,0.195,0.0595,3.44e-06,0.26,0.697,127.101,1
Booty Bounce - Radio Edit,Tujamo,0.657,0.981,0,-3.498,1,0.0365,0.0295,0.612,0.0577,0.563,128.004,1
Apart,Zonderling,0.538,0.917,4,-7.47,0,0.0499,0.0286,0.289,0.687,0.0776,125.074,1
Ride It - David Puentez Remix,Regard,0.747,0.722,5,-4.507,1,0.131,0.122,5.15e-05,0.156,0.687,123.957,1
Not So Bad (feat. Emie) - Robert Falcon Remix,Yves V,0.662,0.865,8,-5.371,0,0.133,0.0104,0.00059,0.33,0.134,128.162,1
Inferno,NYMOUS,0.718,0.831,11,-5.665,1,0.302,0.13,0.683,0.128,0.569,128.001,1
Snakes,Sikdope,0.86,0.956,11,-1.611,1,0.0727,0.0262,0.722,0.183,0.0794,128.013,1
Fire,Magnificence,0.76,0.824,11,-4.898,0,0.0714,0.000182,0.779,0.037,0.263,126.009,1
Horny Horns,SWACQ,0.674,0.885,11,-5.568,0,0.0795,0.0154,0.677,0.125,0.429,126.04,1
In da Club,Tony Junior,0.79,0.871,11,-4.105,1,0.0832,0.00129,0.265,0.0771,0.245,125.994,1
Alone,Rentz,0.591,0.936,1,-1.142,1,0.0486,0.053,3.47e-05,0.12,0.0877,128.114,1
Stars - VIP Remix,VIZE,0.852,0.731,6,-5.976,1,0.0861,0.0871,0.0331,0.0951,0.36,125.999,1
Oh Lord,Julian Jordan,0.765,0.892,8,-6.888,1,0.139,0.0179,0.0181,0.151,0.757,126.041,1
Alibi,Keanu Silva,0.801,0.75,2,-5.634,0,0.113,0.109,0.000867,0.343,0.352,125.957,1
Feel (feat. Helen),Curbi,0.753,0.645,1,-4.252,1,0.142,0.0828,0.00222,0.0516,0.613,124.942,1
I Got 5 On It,Marc Benjamin,0.71,0.832,10,-4.687,0,0.0439,0.0712,0.00214,0.325,0.554,127.034,1
Rumors - Radio Edit,Pep & Rash,0.778,0.807,5,-4.478,0,0.0465,0.00187,0.00907,0.22,0.412,124.948,1
Lambo,DubVision,0.772,0.747,0,-6.718,1,0.0673,0.00602,0.0231,0.243,0.63,127.976,1
